 	Label	Area	Mean	Mode	Min	Max	IntDen	Median	Skew	Kurt	RawIntDen	Group
1	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0001-0043	0.204	2866.633	1965	1772	5100	584.082	2633	0.729	-0.493	561860.000	2
2	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0002-0089	0.117	2779.805	1811	1794	5322	326.542	2548	0.956	0.371	314118.000	2
3	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0003-0098	0.609	4225.628	2323	1774	11858	2574.154	4003	0.931	1.195	2476218.000	2
4	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0004-0093	0.156	3255.033	1933	1790	6372	507.566	2995	0.846	-0.194	488255.000	2
5	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0005-0121	0.204	3123.592	1902	1809	7191	636.438	2800	1.270	1.295	612224.000	2
6	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0006-0151	0.282	3109.827	1854	1786	6445	876.095	2950	0.883	0.569	842763.000	2
7	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0007-0184	1.008	3808.799	2349	1771	12424	3840.656	3494	1.481	3.480	3694535.000	2
8	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0008-0196	0.289	2876.964	1895	1772	6334	831.428	2681	1.179	1.447	799796.000	2
9	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0009-0214	0.296	3710.291	2033	1785	9455	1099.255	3284	1.364	1.510	1057433.000	2
10	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0010-0214	0.150	3121.903	2289	1837	5662	467.334	3004	0.671	-0.345	449554.000	2
11	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0011-0248	0.203	2983.697	2178	1771	7460	604.832	2674	1.685	2.943	581821.000	2
12	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0012-0268	0.151	5108.462	2426	1795	13257	770.023	4684	0.976	0.361	740727.000	2
13	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0013-0280	0.180	3017.821	1828	1779	5418	542.732	2778	0.654	-0.614	522083.000	2
14	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0014-0312	0.143	3441.688	1924	1779	6313	493.738	3276	0.484	-0.616	474953.000	2
15	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0015-0334	1.136	4278.928	2289	1775	11962	4861.841	4016	0.879	0.702	4676868.000	2
16	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0016-0324	0.116	3320.821	1971	1797	6971	386.642	2922	1.084	0.477	371932.000	2
17	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0017-0328	0.154	3740.514	1774	1774	8282	575.491	3387	0.893	0.010	553596.000	2
18	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0018-0335	0.291	4511.804	2030	1832	14246	1313.270	3723	1.539	2.139	1263305.000	2
19	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0019-0349	0.104	2484.790	1805	1775	4325	258.307	2286	1.010	0.130	248479.000	2
20	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0020-0360	0.322	3851.581	2048	1771	12586	1241.213	3127	1.664	2.660	1193990.000	2
21	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0021-0374	0.102	3610.990	1799	1799	7938	367.873	2954	0.965	-0.205	353877.000	2
22	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0022-0399	0.623	3598.280	1794	1777	7958	2240.616	3284	0.894	0.177	2155370.000	2
23	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0023-0387	0.167	3470.106	1777	1775	7234	580.783	3228	0.854	0.333	558687.000	2
24	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0024-0422	0.926	4315.442	2844	1776	12316	3997.134	3695	1.237	1.149	3845059.000	2
25	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0025-0423	0.348	4105.561	2015	1779	10193	1429.760	3708	1.136	0.799	1375363.000	2
26	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0026-0435	0.128	3288.902	3643	1776	5383	420.535	3220	0.353	-0.687	404535.000	2
27	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0027-0436	0.121	2748.560	1785	1779	5123	331.443	2528	0.969	0.050	318833.000	2
28	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0028-0444	0.179	3807.715	1778	1778	9094	680.830	3131	1.045	0.008	654927.000	2
29	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0029-0463	0.399	4260.784	2699	1782	9682	1700.852	3948	0.721	-0.241	1636141.000	2
30	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0030-0465	0.128	3535.285	2039	1797	6702	452.038	3110	0.687	-0.593	434840.000	2
31	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0031-0472	0.156	3151.407	2913	1783	6245	491.407	2962	0.685	-0.181	472711.000	2
32	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0032-0500	0.175	3438.857	1771	1771	7961	600.578	2966	1.024	0.351	577728.000	2
33	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0033-0509	0.317	3140.141	2746	1774	9463	995.622	2746	2.114	5.327	957743.000	2
34	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0034-0525	0.102	2913.388	1970	1777	5763	296.804	2637	0.950	0.164	285512.000	2
35	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0035-0537	0.151	2710.979	1927	1785	5073	408.639	2488	1.097	0.488	393092.000	2
36	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0036-0538	0.108	3132.260	1841	1841	5233	338.639	3127	0.317	-0.842	325755.000	2
37	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0037-0539	0.151	4994.862	1772	1772	11017	752.900	4049	0.685	-0.814	724255.000	2
38	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0038-0548	0.110	3877.821	1905	1824	9601	427.306	3225	1.256	0.700	411049.000	2
39	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0039-0579	0.219	3506.038	1779	1771	7609	769.033	3094	0.781	-0.364	739774.000	2
40	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0040-0581	0.169	3391.736	1941	1780	6965	574.719	3304	0.832	0.364	552853.000	2
41	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_0(14)-1.tif:0041-0599	0.473	3582.358	1874	1781	8414	1694.440	3197	1.038	0.570	1629973.000	2
42	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0001-0045	0.113	2844.872	2335	1948	5238	322.355	2655	1.119	0.875	310091.000	2
43	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0002-0054	0.111	2818.103	2868	1952	5116	313.463	2721	1.222	1.685	301537.000	2
44	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0003-0078	0.131	2888.190	2010	1949	4724	378.305	2716	0.809	-0.323	363912.000	2
45	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0004-0119	0.972	4560.035	2025	1945	12952	4432.263	4121	1.182	1.742	4263633.000	2
46	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0005-0116	0.254	3303.836	2088	1941	10223	838.019	2781	2.157	5.035	806136.000	2
47	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0006-0140	0.144	3529.827	2078	1947	9059	510.051	2871	1.624	2.026	490646.000	2
48	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0007-0152	0.135	3000.908	2932	1948	5271	405.547	2898	0.904	0.215	390118.000	2
49	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0008-0160	0.377	4830.477	1966	1945	11689	1822.814	4401	0.942	0.417	1753463.000	2
50	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0009-0167	0.102	2862.908	2092	2020	5515	291.662	2613	1.298	1.226	280565.000	2
51	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0010-0180	0.112	2697.269	2844	1862	4080	302.826	2644	0.467	-0.637	291305.000	2
52	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0011-0182	0.112	2922.046	2343	1945	5073	328.062	2664	0.947	-0.063	315581.000	2
53	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0012-0193	0.126	3513.240	2653	1985	7911	441.915	3002	1.178	0.519	425102.000	2
54	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0013-0195	0.125	3686.508	2734	1952	7722	459.877	3474	1.027	0.582	442381.000	2
55	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0014-0229	0.133	2917.078	1999	1946	5561	388.154	2701	1.086	0.561	373386.000	2
56	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0015-0229	0.194	2776.428	2214	1948	5560	539.726	2494	1.406	1.367	519192.000	2
57	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0016-0243	0.402	4197.388	2805	1946	10782	1688.635	3859	1.238	1.563	1624389.000	2
58	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0017-0254	0.582	3707.775	1981	1950	10223	2158.475	3188	1.268	1.289	2076354.000	2
59	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0018-0254	0.256	4493.423	2096	1941	12062	1149.101	4068	1.222	1.597	1105382.000	2
60	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0019-0269	0.429	3371.901	1943	1943	6284	1447.673	3216	0.769	-0.074	1392595.000	2
61	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0020-0285	0.109	2736.933	2129	1956	5181	298.744	2503	1.344	1.511	287378.000	2
62	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0021-0300	0.967	4415.946	2536	1945	11190	4269.258	3996	1.040	0.536	4106830.000	2
63	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0022-0305	0.455	4338.180	2377	1943	10521	1975.274	3994	0.890	0.207	1900123.000	2
64	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0023-0299	0.150	3987.451	2850	1941	8633	596.903	3449	0.804	-0.441	574193.000	2
65	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0024-0340	0.180	2783.653	2058	1956	5008	500.619	2608	1.000	0.383	481572.000	2
66	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0025-0339	0.153	4108.286	1968	1968	7566	627.803	3665	0.520	-1.006	603918.000	2
67	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0026-0344	0.164	3941.329	2142	1950	10395	647.359	3219	1.414	1.148	622730.000	2
68	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0027-0348	0.222	3852.449	2501	1947	9195	857.031	3469	1.173	0.873	824424.000	2
69	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0028-0394	0.815	3553.057	1954	1948	12435	2895.769	3135	2.050	5.769	2785597.000	2
70	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0029-0435	0.101	2786.196	3053	1954	4356	280.950	2675	0.686	-0.312	270261.000	2
71	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0030-0457	0.115	4053.991	4128	2000	12181	467.791	3066	1.680	2.158	449993.000	2
72	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0031-0463	0.552	3790.514	2043	1941	10533	2092.369	3310	1.249	1.532	2012763.000	2
73	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0032-0471	0.110	2985.245	2738	1957	5671	328.951	2738	1.181	0.578	316436.000	2
74	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0033-0481	0.147	2988.106	2835	1961	4459	437.987	2965	0.287	-0.878	421323.000	2
75	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0034-0502	0.301	3970.883	2033	1945	15885	1197.101	3411	2.619	8.624	1151556.000	2
76	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0035-0517	0.135	2657.838	1966	1943	4941	359.185	2410	1.292	0.918	345519.000	2
77	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0036-0516	0.227	3040.468	2024	1944	6566	689.037	2807	1.187	1.129	662822.000	2
78	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0037-0556	1.202	3573.340	3388	1941	9237	4294.156	3312	1.050	1.370	4130781.000	2
79	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0038-0544	0.106	2638.451	2172	1941	4524	279.766	2413	1.145	0.232	269122.000	2
80	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0039-0564	0.202	2820.557	2103	1943	4574	568.830	2721	0.717	-0.488	547188.000	2
81	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0040-0562	0.116	4034.911	2809	2001	8553	469.783	3408	0.889	-0.137	451910.000	2
82	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0041-0584	0.297	2841.199	1982	1943	5709	844.721	2663	1.239	1.442	812583.000	2
83	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0042-0576	0.120	3265.539	1982	1982	6069	390.390	3072	0.844	0.027	375537.000	2
84	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0043-0587	0.104	3140.300	1968	1968	5093	326.450	2888	0.508	-1.000	314030.000	2
85	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0044-0625	1.448	4829.363	2726	1943	14500	6993.373	4093	1.098	0.743	6727303.000	2
86	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_01_Out_Channel Alignment.czi_nucleo_1(15)-1.tif:0045-0668	0.202	3929.804	2054	1952	9199	792.535	3405	1.137	0.587	762382.000	2
87	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0001-0018	0.181	3126.511	2055	2007	8961	565.529	2819	2.322	6.041	544013.000	2
88	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0002-0083	0.166	2912.150	2212	1999	4921	484.372	2731	0.673	-0.452	465944.000	2
89	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0003-0117	0.719	3816.150	1997	1995	10097	2745.221	3504	1.272	1.812	2640776.000	2
90	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0004-0155	1.605	4232.403	4160	1996	9925	6793.287	4017	0.748	0.237	6534830.000	2
91	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0005-0181	1.244	4208.896	3834	1992	12060	5237.307	3905	1.007	1.192	5038049.000	2
92	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0006-0217	1.077	4654.943	3005	1995	12816	5013.255	4025	1.188	0.915	4822521.000	2
93	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0007-0197	0.128	2602.236	2125	2013	3601	332.734	2518	0.474	-0.744	320075.000	2
94	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0008-0240	0.655	4126.417	2030	1993	10550	2702.461	3776	1.014	0.961	2599643.000	2
95	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0009-0246	1.134	4230.395	2198	1996	11094	4797.902	3877	0.923	0.572	4615361.000	2
96	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0010-0241	0.255	4257.514	2143	1999	11377	1084.346	3537	1.250	1.314	1043091.000	2
97	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0011-0251	0.809	4658.476	2890	1996	13684	3767.637	4098	1.211	1.560	3624294.000	2
98	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0012-0282	0.330	4068.385	2015	2012	8515	1340.686	3718	0.966	0.306	1289678.000	2
99	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0013-0297	0.219	4000.227	2028	1994	7406	877.431	3743	0.587	-0.761	844048.000	2
100	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0014-0302	0.265	3745.518	2479	1994	9646	992.882	3209	1.562	2.415	955107.000	2
101	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0015-0330	1.512	5357.567	2977	1992	17513	8097.999	4900	1.214	1.982	7789903.000	2
102	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0016-0336	0.435	4282.904	2033	2000	8980	1861.060	3975	0.634	-0.528	1790254.000	2
103	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0017-0341	0.659	5209.683	3588	1993	14368	3433.573	4649	0.859	0.173	3302939.000	2
104	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0018-0366	1.266	4517.677	2125	1994	11289	5720.160	4054	1.014	0.499	5502531.000	2
105	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0019-0362	0.204	3974.872	3707	1994	9339	809.888	3536	1.141	0.573	779075.000	2
106	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0020-0384	0.689	5172.472	2691	2012	14461	3564.982	4409	1.274	1.136	3429349.000	2
107	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0021-0418	0.246	3743.544	2633	1994	7545	922.310	3206	0.793	-0.520	887220.000	2
108	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0022-0451	0.913	4803.207	2075	1995	13123	4384.010	4419	1.013	0.883	4217216.000	2
109	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_02_Out_Channel Alignment.czi_nucleo_0(15)-1.tif:0023-0444	0.213	3918.317	2281	2017	8000	835.024	3560	0.787	-0.372	803255.000	2
110	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0001-0054	0.506	6559.710	3286	3005	17091	3320.927	5730	1.357	1.591	3194579.000	2
111	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0002-0083	0.360	6796.847	3462	3006	19975	2444.721	5758	1.570	2.163	2351709.000	2
112	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0003-0104	0.831	7238.436	3864	3006	16256	6012.252	6880	0.583	-0.349	5783510.000	2
113	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0004-0112	0.560	6258.722	3559	3006	14965	3506.873	5652	0.924	0.245	3373451.000	2
114	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0005-0105	0.194	5816.102	3676	3022	14915	1130.627	5088	1.269	1.022	1087611.000	2
115	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0006-0145	0.112	5109.519	3604	3004	9319	573.653	4802	0.690	-0.653	551828.000	2
116	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0007-0162	0.177	4148.076	3045	3007	6932	733.063	3916	0.914	0.159	705173.000	2
117	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0008-0178	0.216	5288.260	3444	3002	11030	1143.462	4528	1.160	0.283	1099958.000	2
118	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0009-0195	1.268	6874.702	3161	3002	23199	8718.854	6271	1.288	2.696	8387137.000	2
119	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0010-0203	1.083	6950.350	3956	3006	18974	7528.702	6426	0.870	0.286	7242265.000	2
120	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0011-0210	0.725	5247.541	3003	3003	13345	3802.194	4865	1.288	2.160	3657536.000	2
121	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0012-0229	1.665	6212.745	8213	3006	14906	10346.459	5786	0.773	0.120	9952818.000	2
122	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0013-0243	0.164	6925.962	5240	3011	12582	1137.582	6823	0.333	-0.817	1094302.000	2
123	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0014-0262	1.140	5718.333	3640	3007	18651	6521.113	5208	1.835	4.768	6273011.000	2
124	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_03_Out_Channel Alignment.czi_nucleo_0(11)-1.tif:0015-0259	0.226	4609.230	4067	3007	8213	1039.762	4168	0.939	0.022	1000203.000	2
