 	Label	Area	Mean	Mode	Min	Max	IntDen	Median	Skew	Kurt	RawIntDen	Group
250	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0013-0262	0.179	3715.919	2682	2081	9474	664.416	3298	1.537	2.271	639138.000	2
251	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0014-0277	0.366	4012.864	2235	2071	9235	1468.394	3556	0.887	0.193	1412528.000	2
252	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0015-0283	0.266	3449.219	2695	2096	6802	917.923	3138	1.103	0.648	883000.000	2
253	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0016-0289	0.233	4136.103	2215	2082	8861	963.130	3503	0.890	-0.277	926487.000	2
254	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0017-0291	0.115	3792.261	2886	2071	7302	437.590	3690	0.743	0.227	420941.000	2
255	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0018-0310	0.549	4471.383	2074	2074	11972	2454.265	3761	1.208	0.958	2360890.000	2
256	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0019-0329	0.252	4199.632	2187	2069	11247	1056.507	3807	1.492	2.568	1016311.000	2
257	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0020-0360	0.112	3404.750	2116	2089	7110	382.256	2944	1.245	0.582	367713.000	2
258	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0021-0365	0.119	3291.754	2113	2068	5683	390.102	3102	0.625	-0.376	375260.000	2
259	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0022-0381	1.104	4192.645	2937	2069	11510	4628.692	3886	1.290	2.465	4452589.000	2
260	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0023-0387	0.743	4260.141	2089	2070	11479	3166.472	3959	0.994	0.819	3046001.000	2
261	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0024-0377	0.126	3559.934	4510	2109	6301	447.789	3343	0.516	-0.825	430752.000	2
262	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0025-0395	1.043	4367.893	2137	2077	11362	4554.268	3870	1.096	0.674	4380997.000	2
263	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_1(13)-1.tif:0026-0416	0.507	4045.639	2102	2072	12167	2052.356	3630	1.632	3.436	1974272.000	2
264	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0001-0069	0.512	6073.329	3025	2619	20444	3112.572	5426	1.740	4.072	2994151.000	2
265	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0002-0067	0.283	5939.184	3363	2618	10925	1679.350	5660	0.368	-0.976	1615458.000	2
266	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0003-0070	0.106	6673.539	2652	2652	13967	707.623	6402	0.598	-0.418	680701.000	2
267	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0004-0104	0.692	6102.517	3659	2619	14990	4225.021	5874	0.673	0.158	4064276.000	2
268	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0005-0127	0.325	6010.655	2861	2621	15800	1955.743	5264	1.260	1.182	1881335.000	2
269	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0006-0138	0.766	5838.685	5862	2617	13950	4473.302	5344	0.787	-0.055	4303111.000	2
270	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0007-0148	0.330	5351.814	2661	2620	13150	1763.624	4987	1.161	1.275	1696525.000	2
271	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0008-0151	0.122	3973.590	2791	2618	6405	483.298	3881	0.558	-0.429	464910.000	2
272	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0009-0154	0.133	4896.844	2757	2620	11826	651.586	4457	1.334	1.755	626796.000	2
273	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0010-0178	0.658	5303.882	4560	2618	11827	3490.143	5041	0.784	0.328	3357357.000	2
274	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0011-0177	0.417	5519.751	2821	2620	10411	2300.962	5311	0.505	-0.592	2213420.000	2
275	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0012-0201	1.296	6241.925	3870	2624	18872	8091.531	5404	1.355	1.913	7783681.000	2
276	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0013-0218	0.701	5910.939	2809	2617	13547	4141.542	5596	0.789	0.268	3983973.000	2
277	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0014-0224	0.551	5014.042	4079	2624	11237	2762.546	4499	0.966	0.271	2657442.000	2
278	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0015-0227	0.233	4376.085	2757	2653	8824	1019.012	4023	0.988	0.336	980243.000	2
279	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0016-0244	0.604	5819.737	5935	2627	13959	3514.998	5535	1.044	1.303	3381267.000	2
280	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0017-0251	0.353	6992.165	3984	2631	16046	2471.361	6628	0.751	0.199	2377336.000	2
281	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0018-0252	0.266	5208.629	3234	2617	9871	1386.146	5031	0.654	-0.069	1333409.000	2
282	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0019-0282	0.233	6106.621	6678	2624	14721	1421.984	5530	0.790	-0.045	1367883.000	2
283	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0020-0306	0.205	5125.518	2725	2646	11019	1049.662	4727	0.925	0.395	1009727.000	2
284	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0021-0325	0.321	4903.858	3168	2617	10927	1575.223	4460	1.003	0.805	1515292.000	2
285	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0022-0342	0.131	5549.437	2664	2664	11842	726.884	4716	0.861	-0.374	699229.000	2
286	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0023-0359	0.665	5073.380	3179	2625	11599	3375.383	4551	0.899	0.129	3246963.000	2
287	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0024-0355	0.215	5096.367	3012	2640	9406	1096.672	4919	0.659	-0.348	1054948.000	2
288	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0025-0368	0.151	4266.807	3321	2631	9539	643.157	3849	1.552	2.186	618687.000	2
289	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0026-0388	0.336	4856.065	5628	2618	15516	1630.545	4353	2.084	5.962	1568509.000	2
290	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0027-0398	0.484	5023.494	2766	2618	13492	2433.534	4323	1.347	1.484	2340948.000	2
291	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_05_Out_Channel Alignment.czi_nucleo_2(11)-1.tif:0028-0417	0.483	4900.019	2737	2619	10705	2368.626	4549	0.647	-0.133	2278509.000	2
292	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0001-0070	1.251	6617.715	4998	3150	23141	8275.979	5912	1.752	4.217	7961111.000	2
293	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0002-0093	0.312	6827.250	4678	3155	13583	2129.182	6291	0.598	-0.577	2048175.000	2
294	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0003-0104	0.362	5825.089	5340	3150	14448	2107.305	5492	1.135	1.784	2027131.000	2
295	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0004-0140	0.761	6485.414	4573	3154	15163	4935.083	6005	0.745	-0.016	4747323.000	2
296	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0005-0150	0.237	4956.987	3383	3157	10133	1174.893	4612	1.274	1.412	1130193.000	2
297	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0006-0170	0.834	5876.175	3544	3150	16535	4899.082	5341	1.390	2.309	4712692.000	2
298	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0007-0177	0.304	5486.455	3181	3164	10777	1665.407	5128	0.759	-0.182	1602045.000	2
299	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0008-0184	0.159	8221.340	11565	3209	14890	1307.614	8288	-0.040	-1.013	1257865.000	2
300	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0009-0224	0.756	6533.708	4264	3156	14886	4937.872	5811	0.940	0.060	4750006.000	2
301	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0010-0222	0.506	5564.903	4568	3148	10633	2817.295	5191	0.712	-0.328	2710108.000	2
302	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0011-0228	0.139	6345.396	3182	3182	10442	883.912	6428	0.055	-1.097	850283.000	2
303	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0012-0246	0.133	6714.008	7495	3152	13372	893.383	6501	0.473	-0.780	859393.000	2
304	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0013-0290	0.522	7716.369	3157	3155	20579	4026.821	6819	1.096	0.848	3873617.000	2
305	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0014-0300	0.446	7337.056	3196	3147	29724	3272.087	6043	2.421	7.149	3147597.000	2
306	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0015-0309	0.456	6664.975	3174	3174	16570	3041.646	5981	0.967	0.469	2925924.000	2
307	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0016-0337	1.067	6153.811	3401	3154	17020	6563.526	5450	1.298	1.571	6313810.000	2
308	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0017-0320	0.173	5210.639	4190	3192	8891	899.176	4988	0.629	-0.643	864966.000	2
309	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0018-0329	0.116	5297.625	5272	3154	9320	616.801	4849	0.562	-0.884	593334.000	2
310	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0019-0335	0.133	4962.727	4131	3217	8107	660.353	4570	0.640	-0.818	635229.000	2
311	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0020-0374	0.303	6309.715	3943	3159	13662	1908.747	5932	0.679	-0.258	1836127.000	2
312	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0021-0385	0.106	4760.314	3160	3160	6842	504.756	4859	0.140	-0.744	485552.000	2
313	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0022-0414	1.202	6858.725	4180	3150	21424	8242.271	6148	1.279	2.109	7928686.000	2
314	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0023-0393	0.135	6849.069	10191	3159	11560	925.594	6879	0.053	-1.337	890379.000	2
315	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0024-0400	0.284	5975.985	3925	3165	14535	1695.969	5398	1.314	1.389	1631444.000	2
316	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0025-0409	0.349	6220.104	3572	3147	15857	2172.614	5787	0.978	0.767	2089955.000	2
317	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0026-0416	0.115	5585.784	3584	3147	10275	644.544	5169	0.731	-0.441	620022.000	2
318	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0027-0470	0.216	5787.144	5178	3201	10194	1251.334	5509	0.570	-0.473	1203726.000	2
319	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_0(16)-1.tif:0028-0474	0.832	6644.539	3247	3149	19074	5525.868	6150	1.245	1.975	5315631.000	2
320	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0001-0089	0.419	8135.916	5138	4149	18832	3408.452	7369	1.102	0.955	3278774.000	2
321	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0002-0117	1.422	8578.824	5345	4133	20426	12199.991	7977	0.812	0.133	11735831.000	2
322	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0003-0094	0.151	7920.490	4466	4131	12941	1193.894	7772	0.263	-1.024	1148471.000	2
323	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0004-0130	1.320	8776.374	5041	4131	21254	11586.827	8208	0.866	0.363	11145995.000	2
324	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0005-0136	0.343	8142.685	4212	4145	18514	2793.362	7301	0.909	0.144	2687086.000	2
325	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0006-0155	0.581	8789.982	4220	4133	23811	5107.936	7900	1.028	1.051	4913600.000	2
326	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0007-0148	0.143	6442.906	4982	4192	9276	924.286	6476	0.061	-0.819	889121.000	2
327	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0008-0194	0.765	9461.827	4324	4132	22808	7239.332	9002	0.746	0.432	6963905.000	2
328	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0009-0190	0.341	10731.966	4877	4171	24723	3659.307	10358	0.504	-0.186	3520085.000	2
329	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0010-0209	0.443	7167.763	5149	4152	15876	3174.234	6456	1.171	0.878	3053467.000	2
330	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0011-0224	0.107	5622.010	4529	4144	9111	601.970	5259	0.932	-0.169	579067.000	2
331	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0012-0230	0.164	9027.101	6231	4204	19285	1482.692	7653	0.900	-0.286	1426282.000	2
332	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0013-0238	0.125	12808.950	4336	4336	26327	1597.866	11520	0.382	-1.132	1537074.000	2
333	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0014-0248	0.125	6419.783	6232	4137	10444	800.843	6293	0.522	-0.385	770374.000	2
334	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0015-0261	0.119	6629.140	4145	4145	14627	785.611	6026	1.579	2.224	755722.000	2
335	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0016-0273	0.199	6846.848	6168	4131	14743	1359.470	6315	1.393	1.637	1307748.000	2
336	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0017-0309	0.162	6016.647	4301	4152	16582	975.719	5002	2.299	4.725	938597.000	2
337	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0018-0308	0.177	7448.512	5093	4147	15651	1316.328	6982	1.036	0.776	1266247.000	2
338	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0019-0311	0.232	8300.825	4468	4186	16201	1924.296	7551	0.723	-0.462	1851084.000	2
339	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0020-0308	0.121	8923.776	8318	4140	24602	1076.099	6904	1.440	1.137	1035158.000	2
340	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0021-0353	0.673	8747.570	4451	4148	20893	5883.522	8076	1.074	1.006	5659678.000	2
341	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0022-0347	0.179	7710.651	6050	4132	15686	1378.685	7242	0.808	0.043	1326232.000	2
342	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0023-0351	0.124	6878.084	4171	4171	13259	850.864	6232	1.027	0.165	818492.000	2
343	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0024-0361	0.273	9401.696	5326	4142	19187	2570.441	8603	0.598	-0.702	2472646.000	2
344	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0025-0366	0.143	10189.355	10077	4145	21208	1461.744	9409	0.553	-0.414	1406131.000	2
345	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0026-0394	0.107	6626.621	7849	4145	10813	709.537	6544	0.379	-0.672	682542.000	2
346	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0027-0402	0.161	9471.658	4157	4157	20637	1526.172	8640	0.799	-0.028	1468107.000	2
347	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0028-0421	0.221	7364.178	4648	4146	18962	1630.608	6933	1.753	3.699	1568570.000	2
348	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0029-0436	0.227	8641.693	4698	4153	19477	1958.398	7592	1.002	0.140	1883889.000	2
349	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0030-0436	0.230	8019.588	4660	4182	19475	1842.426	6794	1.330	1.163	1772329.000	2
350	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0031-0443	0.304	7942.360	5050	4166	17007	2410.894	7056	0.915	-0.044	2319169.000	2
351	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0032-0454	0.112	7146.519	6464	4166	15881	802.350	6464	1.370	1.577	771824.000	2
352	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0033-0460	0.227	10370.197	4355	4273	24306	2350.115	9701	0.840	0.180	2260703.000	2
353	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0034-0461	0.114	7044.955	4132	4132	14234	805.595	6258	0.819	-0.242	774945.000	2
354	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0035-0466	0.502	7893.002	4375	4158	22420	3963.100	7404	1.479	3.797	3812320.000	2
355	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0036-0463	0.130	6210.360	6245	4140	9597	806.998	6084	0.317	-0.758	776295.000	2
356	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0037-0498	0.183	7860.869	8281	4142	14759	1438.232	7502	0.840	0.112	1383513.000	2
357	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0038-0512	0.366	10909.560	10591	4161	26179	3992.046	10022	0.745	-0.147	3840165.000	2
358	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0039-0520	0.306	9231.418	6357	4157	19075	2821.379	8965	0.486	-0.583	2714037.000	2
359	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0040-0524	0.191	7727.136	4241	4145	16595	1478.026	6916	1.072	0.265	1421793.000	2
360	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0041-0555	0.464	8578.291	4469	4141	20052	3977.236	8000	0.830	0.163	3825918.000	2
361	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0042-0581	0.181	5904.983	4244	4135	10856	1068.104	5558	1.090	0.885	1027467.000	2
362	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0043-0595	0.213	8895.493	7916	4152	19376	1895.700	8030	0.820	-0.231	1823576.000	2
363	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0044-0611	0.851	8222.129	4604	4135	17899	7000.255	8024	0.669	0.143	6733924.000	2
364	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0045-0604	0.417	8010.761	4503	4150	15918	3339.364	7403	0.667	-0.659	3212315.000	2
365	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0046-0610	0.165	6526.824	5221	4145	11494	1078.809	6011	0.765	-0.306	1037765.000	2
366	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0047-0658	0.720	8275.364	4345	4145	21261	5961.643	7639	1.010	0.978	5734827.000	2
367	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0048-0654	0.322	6595.042	4188	4134	12594	2125.323	6207	0.764	-0.167	2044463.000	2
368	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0049-0676	0.354	9056.821	4502	4145	16581	3210.523	8894	0.308	-0.974	3088376.000	2
369	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_1(17)-1.tif:0050-0734	0.152	8700.870	4239	4239	21987	1320.569	7319	1.304	1.179	1270327.000	2
370	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0001-0060	0.405	5812.092	2861	2600	12378	2356.366	5377	0.832	-0.068	2266716.000	2
371	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0002-0097	1.160	5874.445	3975	2553	13181	6815.171	5401	0.613	-0.550	6555881.000	2
372	d1-doxo-dapi-405-fak-488-dnapk-546-h2ax-647_06_Out_Channel Alignment.czi_nucleo_2(19)-1.tif:0003-0110	0.678	5507.779	3296	2565	16008	3733.101	4903	1.263	1.684	3591072.000	2
