,Label,Area,Mean,Circ.,IntDen,Kurt,RawIntDen,AR,Round,tto,tto2,imgn,nucleon,roin
506,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_2-1.tiff,4.388,70.139,0.000816,307.764,-0.985,296055,1.063,0.94,dox_sc,Dox-scramble,10,2,2
507,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_20-1.tiff,3.859,78.726,0.000815,303.788,-1.314,292230,1.103,0.906,dox_sc,Dox-scramble,10,2,20
508,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_21-1.tiff,4.266,96.371,0.000793,411.147,-1.746,395505,1.407,0.711,dox_sc,Dox-scramble,10,2,21
509,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_22-1.tiff,5.397,73.966,0.000785,399.219,-1.144,384030,1.492,0.67,dox_sc,Dox-scramble,10,2,22
510,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_23-1.tiff,4.539,99.232,0.000806,450.38,-1.793,433245,1.254,0.797,dox_sc,Dox-scramble,10,2,23
511,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_24-1.tiff,2.424,104.646,0.000809,253.687,-1.867,244035,1.205,0.83,dox_sc,Dox-scramble,10,2,24
512,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_25-1.tiff,2.751,123.26,0.000815,339.044,-1.996,326145,1.102,0.907,dox_sc,Dox-scramble,10,2,25
513,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_26-1.tiff,3.306,103.283,0.000813,341.43,-1.85,328440,1.132,0.883,dox_sc,Dox-scramble,10,2,26
514,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_27-1.tiff,2.292,82.109,0.000815,188.211,-1.419,181050,1.089,0.918,dox_sc,Dox-scramble,10,2,27
515,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_28-1.tiff,3.805,90.016,0.000816,342.49,-1.622,329460,1.017,0.984,dox_sc,Dox-scramble,10,2,28
516,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_29-1.tiff,2.343,25.002,0.000816,58.584,5.308,56355,1.065,0.939,dox_sc,Dox-scramble,10,2,29
517,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_3-1.tiff,2.248,122.428,0.000816,275.159,-1.994,264690,1.022,0.979,dox_sc,Dox-scramble,10,2,3
518,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_30-1.tiff,2.534,105.744,0.000812,268.001,-1.88,257805,1.152,0.868,dox_sc,Dox-scramble,10,2,30
519,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_31-1.tiff,4.254,104.941,0.000816,446.404,-1.871,429420,1.065,0.939,dox_sc,Dox-scramble,10,2,31
520,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_32-1.tiff,3.741,83.04,0.000816,310.68,-1.446,298860,1.034,0.967,dox_sc,Dox-scramble,10,2,32
521,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_33-1.tiff,3.747,52.5,0.000804,196.693,0.116,189210,1.283,0.779,dox_sc,Dox-scramble,10,2,33
522,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_34-1.tiff,2.59,83.43,0.000814,216.045,-1.457,207825,1.128,0.887,dox_sc,Dox-scramble,10,2,34
523,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_35-1.tiff,3.586,107.322,0.000796,384.904,-1.897,370260,1.38,0.725,dox_sc,Dox-scramble,10,2,35
524,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_36-1.tiff,2.911,75.498,0.000814,219.756,-1.202,211395,1.12,0.893,dox_sc,Dox-scramble,10,2,36
525,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_37-1.tiff,5.015,71.203,0.000815,357.07,-1.031,343485,1.075,0.931,dox_sc,Dox-scramble,10,2,37
526,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_38-1.tiff,3.027,95.713,0.000815,289.738,-1.735,278715,1.077,0.929,dox_sc,Dox-scramble,10,2,38
527,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_39-1.tiff,2.919,82.366,0.000816,240.432,-1.427,231285,1.038,0.963,dox_sc,Dox-scramble,10,2,39
528,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_4-1.tiff,3.741,83.252,0.000816,311.475,-1.452,299625,1.034,0.967,dox_sc,Dox-scramble,10,2,4
529,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_40-1.tiff,2.755,66.492,0.000816,183.174,-0.812,176205,1.06,0.943,dox_sc,Dox-scramble,10,2,40
530,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_41-1.tiff,2.395,111.784,0.000817,267.736,-1.938,257550,1.0,1.0,dox_sc,Dox-scramble,10,2,41
531,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_42-1.tiff,2.894,86.374,0.000809,249.976,-1.535,240465,1.208,0.828,dox_sc,Dox-scramble,10,2,42
532,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_43-1.tiff,3.015,62.343,0.000812,187.946,-0.586,180795,1.16,0.862,dox_sc,Dox-scramble,10,2,43
533,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_44-1.tiff,3.015,57.331,0.000812,172.836,-0.262,166260,1.16,0.862,dox_sc,Dox-scramble,10,2,44
534,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_45-1.tiff,4.125,90.163,0.000816,371.915,-1.625,357765,1.032,0.969,dox_sc,Dox-scramble,10,2,45
535,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_46-1.tiff,4.392,55.285,0.000817,242.818,-0.111,233580,1.0,1.0,dox_sc,Dox-scramble,10,2,46
536,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_47-1.tiff,3.741,81.339,0.000816,304.318,-1.397,292740,1.034,0.967,dox_sc,Dox-scramble,10,2,47
537,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_48-1.tiff,3.792,87.377,0.000814,331.357,-1.56,318750,1.123,0.891,dox_sc,Dox-scramble,10,2,48
538,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_49-1.tiff,2.911,83.421,0.000814,242.818,-1.457,233580,1.12,0.893,dox_sc,Dox-scramble,10,2,49
539,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_5-1.tiff,4.528,80.961,0.000817,366.613,-1.385,352665,1.0,1.0,dox_sc,Dox-scramble,10,2,5
540,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_50-1.tiff,2.492,106.702,0.000815,265.881,-1.891,255765,1.085,0.922,dox_sc,Dox-scramble,10,2,50
541,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_51-1.tiff,2.975,86.515,0.000816,257.398,-1.539,247605,1.019,0.981,dox_sc,Dox-scramble,10,2,51
542,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_52-1.tiff,2.638,76.158,0.000813,200.935,-1.226,193290,1.149,0.87,dox_sc,Dox-scramble,10,2,52
543,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_53-1.tiff,2.582,80.791,0.000811,208.622,-1.38,200685,1.174,0.852,dox_sc,Dox-scramble,10,2,53
544,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_54-1.tiff,2.903,61.719,0.000812,179.198,-0.549,172380,1.163,0.86,dox_sc,Dox-scramble,10,2,54
545,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_6-1.tiff,8.077,99.112,0.000775,800.558,-1.791,770100,1.586,0.631,dox_sc,Dox-scramble,10,2,6
546,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_7-1.tiff,5.882,82.025,0.00081,482.455,-1.417,464100,1.188,0.841,dox_sc,Dox-scramble,10,2,7
547,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_8-1.tiff,2.757,71.635,0.000816,197.489,-1.05,189975,1.02,0.981,dox_sc,Dox-scramble,10,2,8
548,SUM_(12)Dox-scramble-h2ax-647-ku80-564-dapi-10_Out_Channel Alignment-1.czinucleo_2-roi_9-1.tiff,3.859,77.008,0.000815,297.161,-1.256,285855,1.103,0.906,dox_sc,Dox-scramble,10,2,9
549,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_0-1.tiff,3.378,99.677,0.000817,336.658,-1.8,323850,1.0,1.0,dox_sc,Dox-scramble,06,0,0
550,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_1-1.tiff,2.545,70.521,0.000816,179.463,-1.002,172635,1.062,0.941,dox_sc,Dox-scramble,06,0,1
551,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_10-1.tiff,3.022,72.456,0.000814,218.961,-1.084,210630,1.118,0.895,dox_sc,Dox-scramble,06,0,10
552,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_11-1.tiff,3.368,93.815,0.000814,315.982,-1.7,303960,1.111,0.9,dox_sc,Dox-scramble,06,0,11
553,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_12-1.tiff,3.46,68.194,0.000808,235.926,-0.896,226950,1.231,0.813,dox_sc,Dox-scramble,06,0,12
554,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_13-1.tiff,4.191,76.778,0.000816,321.814,-1.248,309570,1.016,0.984,dox_sc,Dox-scramble,06,0,13
555,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_14-1.tiff,3.128,78.814,0.000812,246.529,-1.317,237150,1.157,0.864,dox_sc,Dox-scramble,06,0,14
556,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_15-1.tiff,3.659,65.271,0.000812,238.842,-0.749,229755,1.164,0.859,dox_sc,Dox-scramble,06,0,15
557,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_16-1.tiff,4.179,58.993,0.000814,246.529,-0.376,237150,1.117,0.896,dox_sc,Dox-scramble,06,0,16
558,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_17-1.tiff,2.975,42.233,0.000816,125.65,1.236,120870,1.019,0.981,dox_sc,Dox-scramble,06,0,17
559,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_18-1.tiff,2.439,104.348,0.000814,254.482,-1.864,244800,1.109,0.902,dox_sc,Dox-scramble,06,0,18
560,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_19-1.tiff,3.005,78.59,0.00081,236.191,-1.31,227205,1.204,0.831,dox_sc,Dox-scramble,06,0,19
561,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_2-1.tiff,5.834,76.064,0.000783,443.753,-1.222,426870,1.508,0.663,dox_sc,Dox-scramble,06,0,2
562,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_20-1.tiff,2.975,86.871,0.000816,258.458,-1.548,248625,1.019,0.981,dox_sc,Dox-scramble,06,0,20
563,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_21-1.tiff,2.963,85.537,0.000813,253.422,-1.514,243780,1.14,0.877,dox_sc,Dox-scramble,06,0,21
564,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_22-1.tiff,2.883,83.866,0.000806,241.758,-1.469,232560,1.255,0.797,dox_sc,Dox-scramble,06,0,22
565,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_23-1.tiff,2.595,46.689,0.000815,121.144,0.686,116535,1.083,0.923,dox_sc,Dox-scramble,06,0,23
566,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_24-1.tiff,4.553,90.182,0.000809,410.617,-1.625,394995,1.217,0.822,dox_sc,Dox-scramble,06,0,24
567,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_25-1.tiff,3.987,88.967,0.000815,354.684,-1.598,341190,1.102,0.908,dox_sc,Dox-scramble,06,0,25
568,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_26-1.tiff,3.515,77.382,0.000793,271.978,-1.269,261630,1.408,0.71,dox_sc,Dox-scramble,06,0,26
569,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_27-1.tiff,5.464,95.576,0.000816,522.218,-1.732,502350,1.014,0.986,dox_sc,Dox-scramble,06,0,27
570,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_3-1.tiff,2.547,40.8,0.000816,103.913,1.44,99960,1.02,0.98,dox_sc,Dox-scramble,06,0,3
571,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_4-1.tiff,2.975,61.834,0.000816,183.969,-0.556,176970,1.019,0.981,dox_sc,Dox-scramble,06,0,4
572,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_5-1.tiff,5.919,60.548,0.000816,358.395,-0.477,344760,1.068,0.936,dox_sc,Dox-scramble,06,0,5
573,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_6-1.tiff,3.34,60.476,0.000807,201.995,-0.473,194310,1.235,0.81,dox_sc,Dox-scramble,06,0,6
574,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_7-1.tiff,5.797,87.439,0.000809,506.843,-1.562,487560,1.206,0.829,dox_sc,Dox-scramble,06,0,7
575,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_8-1.tiff,3.318,72.617,0.000816,240.963,-1.09,231795,1.018,0.982,dox_sc,Dox-scramble,06,0,8
576,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_0-roi_9-1.tiff,2.439,43.37,0.000814,105.769,1.085,101745,1.109,0.902,dox_sc,Dox-scramble,06,0,9
577,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_0-1.tiff,2.853,50.368,0.000813,143.676,0.309,138210,1.143,0.875,dox_sc,Dox-scramble,06,1,0
578,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_1-roi_1-1.tiff,2.963,71.668,0.000813,212.333,-1.051,204255,1.14,0.877,dox_sc,Dox-scramble,06,1,1
579,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_0-1.tiff,3.555,62.184,0.000816,221.081,-0.577,212670,1.053,0.95,dox_sc,Dox-scramble,06,2,0
580,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_1-1.tiff,2.433,71.16,0.000812,173.101,-1.029,166515,1.156,0.865,dox_sc,Dox-scramble,06,2,1
581,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_10-1.tiff,2.645,58.438,0.000815,154.545,-0.339,148665,1.104,0.906,dox_sc,Dox-scramble,06,2,10
582,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_11-1.tiff,3.805,68.488,0.000816,260.579,-0.91,250665,1.017,0.984,dox_sc,Dox-scramble,06,2,11
583,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_12-1.tiff,3.015,26.907,0.000812,81.116,4.595,78030,1.16,0.862,dox_sc,Dox-scramble,06,2,12
584,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_13-1.tiff,2.439,54.891,0.000814,133.868,-0.08,128775,1.109,0.902,dox_sc,Dox-scramble,06,2,13
585,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_14-1.tiff,3.044,48.858,0.000805,148.713,0.456,143055,1.271,0.787,dox_sc,Dox-scramble,06,2,14
586,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_15-1.tiff,2.343,59.621,0.000816,139.7,-0.418,134385,1.065,0.939,dox_sc,Dox-scramble,06,2,15
587,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_16-1.tiff,2.541,77.836,0.000814,197.754,-1.285,190230,1.106,0.904,dox_sc,Dox-scramble,06,2,16
588,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_17-1.tiff,2.324,91.234,0.000809,212.068,-1.648,204000,1.209,0.827,dox_sc,Dox-scramble,06,2,17
589,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_18-1.tiff,3.087,41.47,0.000816,128.036,1.343,123165,1.019,0.982,dox_sc,Dox-scramble,06,2,18
590,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_19-1.tiff,4.133,64.263,0.000805,265.616,-0.695,255510,1.268,0.789,dox_sc,Dox-scramble,06,2,19
591,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_2-1.tiff,3.26,77.98,0.000802,254.217,-1.289,244545,1.306,0.766,dox_sc,Dox-scramble,06,2,2
592,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_20-1.tiff,3.496,55.049,0.000816,192.452,-0.092,185130,1.035,0.966,dox_sc,Dox-scramble,06,2,20
593,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_21-1.tiff,2.62,79.536,0.000807,208.357,-1.341,200430,1.244,0.804,dox_sc,Dox-scramble,06,2,21
594,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_22-1.tiff,2.645,93.62,0.000815,247.59,-1.696,238170,1.104,0.906,dox_sc,Dox-scramble,06,2,22
595,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_23-1.tiff,2.63,84.966,0.00081,223.467,-1.499,214965,1.196,0.836,dox_sc,Dox-scramble,06,2,23
596,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_24-1.tiff,3.526,107.428,0.000809,378.807,-1.898,364395,1.208,0.828,dox_sc,Dox-scramble,06,2,24
597,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_25-1.tiff,2.292,85.925,0.000815,196.958,-1.524,189465,1.089,0.918,dox_sc,Dox-scramble,06,2,25
598,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_26-1.tiff,4.318,67.832,0.000815,292.919,-0.878,281775,1.081,0.925,dox_sc,Dox-scramble,06,2,26
599,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_27-1.tiff,2.495,54.506,0.000816,135.989,-0.05,130815,1.042,0.96,dox_sc,Dox-scramble,06,2,27
600,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_3-1.tiff,3.234,66.885,0.00081,216.31,-0.832,208080,1.196,0.836,dox_sc,Dox-scramble,06,2,3
601,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_4-1.tiff,5.239,59.652,0.000794,312.536,-0.42,300645,1.4,0.714,dox_sc,Dox-scramble,06,2,4
602,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_5-1.tiff,3.733,82.302,0.000814,307.234,-1.425,295545,1.105,0.905,dox_sc,Dox-scramble,06,2,5
603,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_6-1.tiff,2.687,85.526,0.000811,229.829,-1.514,221085,1.17,0.855,dox_sc,Dox-scramble,06,2,6
604,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_7-1.tiff,2.785,81.383,0.000809,226.648,-1.398,218025,1.213,0.825,dox_sc,Dox-scramble,06,2,7
605,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_8-1.tiff,2.541,40.9,0.000814,103.913,1.426,99960,1.106,0.904,dox_sc,Dox-scramble,06,2,8
606,SUM_(13)Dox-scramble-h2ax-647-ku80-564-dapi-06_Out_Channel Alignment-1.czinucleo_2-roi_9-1.tiff,2.496,63.192,0.000817,157.726,-0.635,151725,1.0,1.0,dox_sc,Dox-scramble,06,2,9
607,SUM_(14)Dox-scramble-h2ax-647-ku80-564-dapi-01_Out_Channel Alignment-1.czinucleo_0-roi_0-1.tiff,6.649,82.369,0.000816,547.666,-1.427,526830,1.051,0.951,dox_sc,Dox-scramble,01,0,0
608,SUM_(14)Dox-scramble-h2ax-647-ku80-564-dapi-01_Out_Channel Alignment-1.czinucleo_0-roi_1-1.tiff,2.703,109.552,0.000816,296.1,-1.919,284835,1.04,0.962,dox_sc,Dox-scramble,01,0,1
609,SUM_(14)Dox-scramble-h2ax-647-ku80-564-dapi-01_Out_Channel Alignment-1.czinucleo_0-roi_10-1.tiff,4.576,102.996,0.000813,471.322,-1.847,453390,1.145,0.873,dox_sc,Dox-scramble,01,0,10
610,SUM_(14)Dox-scramble-h2ax-647-ku80-564-dapi-01_Out_Channel Alignment-1.czinucleo_0-roi_11-1.tiff,2.834,99.343,0.000808,281.521,-1.795,270810,1.234,0.81,dox_sc,Dox-scramble,01,0,11
611,SUM_(14)Dox-scramble-h2ax-647-ku80-564-dapi-01_Out_Channel Alignment-1.czinucleo_0-roi_12-1.tiff,4.875,79.925,0.000816,389.676,-1.353,374850,1.045,0.957,dox_sc,Dox-scramble,01,0,12
612,SUM_(14)Dox-scramble-h2ax-647-ku80-564-dapi-01_Out_Channel Alignment-1.czinucleo_0-roi_13-1.tiff,2.954,56.886,0.000811,168.064,-0.23,161670,1.184,0.845,dox_sc,Dox-scramble,01,0,13
613,SUM_(14)Dox-scramble-h2ax-647-ku80-564-dapi-01_Out_Channel Alignment-1.czinucleo_0-roi_14-1.tiff,2.492,123.404,0.000815,307.499,-1.996,295800,1.085,0.922,dox_sc,Dox-scramble,01,0,14
614,SUM_(14)Dox-scramble-h2ax-647-ku80-564-dapi-01_Out_Channel Alignment-1.czinucleo_0-roi_15-1.tiff,3.852,84.587,0.000813,325.79,-1.489,313395,1.14,0.877,dox_sc,Dox-scramble,01,0,15
615,SUM_(14)Dox-scramble-h2ax-647-ku80-564-dapi-01_Out_Channel Alignment-1.czinucleo_0-roi_16-1.tiff,4.281,94.99,0.000808,406.641,-1.722,391170,1.224,0.817,dox_sc,Dox-scramble,01,0,16
616,SUM_(14)Dox-scramble-h2ax-647-ku80-564-dapi-01_Out_Channel Alignment-1.czinucleo_0-roi_17-1.tiff,2.378,120.479,0.000811,286.557,-1.988,275655,1.182,0.846,dox_sc,Dox-scramble,01,0,17
617,SUM_(14)Dox-scramble-h2ax-647-ku80-564-dapi-01_Out_Channel Alignment-1.czinucleo_0-roi_18-1.tiff,2.844,84.627,0.000811,240.698,-1.49,231540,1.188,0.842,dox_sc,Dox-scramble,01,0,18
618,SUM_(14)Dox-scramble-h2ax-647-ku80-564-dapi-01_Out_Channel Alignment-1.czinucleo_0-roi_19-1.tiff,3.251,92.231,0.000814,299.812,-1.669,288405,1.113,0.898,dox_sc,Dox-scramble,01,0,19
619,SUM_(14)Dox-scramble-h2ax-647-ku80-564-dapi-01_Out_Channel Alignment-1.czinucleo_0-roi_2-1.tiff,2.81,85.943,0.000816,241.493,-1.525,232305,1.039,0.962,dox_sc,Dox-scramble,01,0,2
620,SUM_(14)Dox-scramble-h2ax-647-ku80-564-dapi-01_Out_Channel Alignment-1.czinucleo_0-roi_20-1.tiff,3.056,93.847,0.000808,286.822,-1.7,275910,1.224,0.817,dox_sc,Dox-scramble,01,0,20
