,Label,Area,Mean,Circ.,IntDen,Kurt,RawIntDen,AR,Round,tto,tto2,imgn,nucleon,roin
1256,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_15-1.tiff,3.03,95.177,0.000816,288.413,-1.725,277440,1.038,0.964,dox_sc,Dox-scramble,15,1,15
1257,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_16-1.tiff,5.462,61.542,0.000816,336.128,-0.538,323340,1.042,0.959,dox_sc,Dox-scramble,15,1,16
1258,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_17-1.tiff,6.717,64.49,0.000804,433.15,-0.707,416670,1.282,0.78,dox_sc,Dox-scramble,15,1,17
1259,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_18-1.tiff,3.942,65.969,0.000768,260.049,-0.786,250155,1.646,0.608,dox_sc,Dox-scramble,15,1,18
1260,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_19-1.tiff,3.368,71.778,0.000814,241.758,-1.056,232560,1.111,0.9,dox_sc,Dox-scramble,15,1,19
1261,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_2-1.tiff,5.595,73.629,0.000813,411.943,-1.131,396270,1.13,0.885,dox_sc,Dox-scramble,15,1,2
1262,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_20-1.tiff,2.479,74.522,0.000811,184.765,-1.165,177735,1.178,0.849,dox_sc,Dox-scramble,15,1,20
1263,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_21-1.tiff,2.916,39.727,0.000815,115.842,1.603,111435,1.078,0.927,dox_sc,Dox-scramble,15,1,21
1264,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_22-1.tiff,2.963,64.958,0.000813,192.452,-0.733,185130,1.14,0.877,dox_sc,Dox-scramble,15,1,22
1265,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_23-1.tiff,2.853,56.687,0.000813,161.702,-0.216,155550,1.143,0.875,dox_sc,Dox-scramble,15,1,23
1266,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_24-1.tiff,2.394,46.505,0.000816,111.336,0.706,107100,1.043,0.959,dox_sc,Dox-scramble,15,1,24
1267,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_25-1.tiff,6.734,84.396,0.000816,568.343,-1.484,546720,1.038,0.963,dox_sc,Dox-scramble,15,1,25
1268,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_26-1.tiff,2.492,71.064,0.000815,177.077,-1.025,170340,1.085,0.922,dox_sc,Dox-scramble,15,1,26
1269,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_27-1.tiff,2.649,57.045,0.000816,151.099,-0.242,145350,1.061,0.942,dox_sc,Dox-scramble,15,1,27
1270,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_28-1.tiff,5.838,98.622,0.000815,575.766,-1.784,553860,1.083,0.923,dox_sc,Dox-scramble,15,1,28
1271,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_29-1.tiff,6.99,86.959,0.000817,607.841,-1.55,584715,1.0,1.0,dox_sc,Dox-scramble,15,1,29
1272,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_3-1.tiff,4.519,92.039,0.000815,415.919,-1.665,400095,1.095,0.913,dox_sc,Dox-scramble,15,1,3
1273,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_30-1.tiff,3.352,68.97,0.00081,231.154,-0.932,222360,1.192,0.839,dox_sc,Dox-scramble,15,1,30
1274,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_31-1.tiff,4.017,94.899,0.000808,381.193,-1.72,366690,1.232,0.812,dox_sc,Dox-scramble,15,1,31
1275,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_32-1.tiff,3.497,79.593,0.000817,278.34,-1.342,267750,1.0,1.0,dox_sc,Dox-scramble,15,1,32
1276,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_33-1.tiff,3.044,102.07,0.000805,310.68,-1.834,298860,1.271,0.787,dox_sc,Dox-scramble,15,1,33
1277,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_34-1.tiff,3.817,76.042,0.000806,290.269,-1.222,279225,1.259,0.794,dox_sc,Dox-scramble,15,1,34
1278,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_35-1.tiff,2.969,91.964,0.000815,273.038,-1.663,262650,1.098,0.911,dox_sc,Dox-scramble,15,1,35
1279,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_36-1.tiff,3.189,94.17,0.000813,300.342,-1.707,288915,1.135,0.881,dox_sc,Dox-scramble,15,1,36
1280,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_37-1.tiff,2.545,59.792,0.000816,152.159,-0.429,146370,1.062,0.941,dox_sc,Dox-scramble,15,1,37
1281,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_38-1.tiff,3.2,47.057,0.000816,150.569,0.645,144840,1.056,0.947,dox_sc,Dox-scramble,15,1,38
1282,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_39-1.tiff,2.649,73.458,0.000816,194.573,-1.124,187170,1.061,0.942,dox_sc,Dox-scramble,15,1,39
1283,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_4-1.tiff,2.651,103.1,0.000816,273.303,-1.848,262905,1.02,0.98,dox_sc,Dox-scramble,15,1,4
1284,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_40-1.tiff,3.716,58.49,0.000811,217.37,-0.343,209100,1.182,0.846,dox_sc,Dox-scramble,15,1,40
1285,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_41-1.tiff,2.863,58.333,0.000816,167.004,-0.332,160650,1.059,0.944,dox_sc,Dox-scramble,15,1,41
1286,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_42-1.tiff,2.844,72.977,0.000811,207.562,-1.105,199665,1.188,0.842,dox_sc,Dox-scramble,15,1,42
1287,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_43-1.tiff,4.232,49.609,0.000812,209.948,0.382,201960,1.169,0.855,dox_sc,Dox-scramble,15,1,43
1288,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_44-1.tiff,5.027,47.667,0.000806,239.637,0.579,230520,1.258,0.795,dox_sc,Dox-scramble,15,1,44
1289,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_45-1.tiff,3.514,61.185,0.000806,214.984,-0.517,206805,1.25,0.8,dox_sc,Dox-scramble,15,1,45
1290,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_46-1.tiff,3.056,52.561,0.000808,160.642,0.111,154530,1.224,0.817,dox_sc,Dox-scramble,15,1,46
1291,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_47-1.tiff,3.497,78.835,0.000817,275.689,-1.318,265200,1.0,1.0,dox_sc,Dox-scramble,15,1,47
1292,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_48-1.tiff,2.666,56.17,0.000805,149.773,-0.178,144075,1.267,0.789,dox_sc,Dox-scramble,15,1,48
1293,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_49-1.tiff,2.59,82.816,0.000814,214.454,-1.44,206295,1.128,0.887,dox_sc,Dox-scramble,15,1,49
1294,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_5-1.tiff,6.287,51.691,0.000812,324.995,0.187,312630,1.167,0.857,dox_sc,Dox-scramble,15,1,5
1295,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_50-1.tiff,2.439,65.543,0.000814,159.847,-0.763,153765,1.109,0.902,dox_sc,Dox-scramble,15,1,50
1296,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_51-1.tiff,5.642,90.732,0.000809,511.88,-1.637,492405,1.209,0.827,dox_sc,Dox-scramble,15,1,51
1297,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_52-1.tiff,3.416,67.436,0.000812,230.359,-0.859,221595,1.17,0.855,dox_sc,Dox-scramble,15,1,52
1298,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_53-1.tiff,4.774,86.907,0.000788,414.859,-1.549,399075,1.464,0.683,dox_sc,Dox-scramble,15,1,53
1299,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_54-1.tiff,3.027,64.888,0.000815,196.428,-0.729,188955,1.077,0.929,dox_sc,Dox-scramble,15,1,54
1300,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_55-1.tiff,6.903,81.953,0.000816,565.692,-1.415,544170,1.038,0.964,dox_sc,Dox-scramble,15,1,55
1301,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_56-1.tiff,5.385,77.977,0.000816,419.895,-1.289,403920,1.057,0.946,dox_sc,Dox-scramble,15,1,56
1302,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_57-1.tiff,4.865,47.84,0.000803,232.745,0.561,223890,1.3,0.769,dox_sc,Dox-scramble,15,1,57
1303,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_58-1.tiff,9.958,83.589,0.000814,832.368,-1.462,800700,1.108,0.903,dox_sc,Dox-scramble,15,1,58
1304,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_59-1.tiff,2.7,70.893,0.000815,191.392,-1.018,184110,1.082,0.925,dox_sc,Dox-scramble,15,1,59
1305,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_6-1.tiff,10.915,90.367,0.000816,986.383,-1.629,948855,1.05,0.952,dox_sc,Dox-scramble,15,1,6
1306,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_60-1.tiff,2.975,71.724,0.000816,213.394,-1.053,205275,1.019,0.981,dox_sc,Dox-scramble,15,1,60
1307,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_61-1.tiff,5.174,67.016,0.000806,346.732,-0.838,333540,1.254,0.797,dox_sc,Dox-scramble,15,1,61
1308,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_62-1.tiff,5.372,87.632,0.000814,470.792,-1.567,452880,1.118,0.895,dox_sc,Dox-scramble,15,1,62
1309,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_63-1.tiff,3.805,66.328,0.000816,252.361,-0.804,242760,1.017,0.984,dox_sc,Dox-scramble,15,1,63
1310,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_64-1.tiff,3.2,83.177,0.000816,266.146,-1.45,256020,1.056,0.947,dox_sc,Dox-scramble,15,1,64
1311,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_65-1.tiff,2.394,37.314,0.000816,89.334,2.005,85935,1.043,0.959,dox_sc,Dox-scramble,15,1,65
1312,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_7-1.tiff,8.757,94.172,0.000804,824.681,-1.707,793305,1.284,0.779,dox_sc,Dox-scramble,15,1,7
1313,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_8-1.tiff,8.394,92.4,0.000814,775.64,-1.672,746130,1.118,0.895,dox_sc,Dox-scramble,15,1,8
1314,SUM_(18)Dox-scramble-h2ax-647-ku80-564-dapi-15_Out_Channel Alignment-1.czinucleo_1-roi_9-1.tiff,3.362,105.58,0.000799,354.949,-1.878,341445,1.347,0.742,dox_sc,Dox-scramble,15,1,9
1315,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_0-1.tiff,4.029,93.224,0.00081,375.626,-1.688,361335,1.193,0.838,dox_sc,Dox-scramble,09,0,0
1316,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_1-1.tiff,3.189,98.493,0.000813,314.126,-1.782,302175,1.135,0.881,dox_sc,Dox-scramble,09,0,1
1317,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_10-1.tiff,2.802,77.872,0.000814,218.165,-1.286,209865,1.122,0.891,dox_sc,Dox-scramble,09,0,10
1318,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_11-1.tiff,2.703,77.088,0.000816,208.357,-1.259,200430,1.04,0.962,dox_sc,Dox-scramble,09,0,11
1319,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_12-1.tiff,3.995,89.379,0.000816,357.07,-1.607,343485,1.033,0.968,dox_sc,Dox-scramble,09,0,12
1320,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_13-1.tiff,3.488,77.146,0.000814,269.062,-1.261,258825,1.109,0.902,dox_sc,Dox-scramble,09,0,13
1321,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_14-1.tiff,2.495,78.731,0.000816,196.428,-1.314,188955,1.042,0.96,dox_sc,Dox-scramble,09,0,14
1322,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_15-1.tiff,2.598,82.551,0.000816,214.454,-1.432,206295,1.041,0.961,dox_sc,Dox-scramble,09,0,15
1323,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_16-1.tiff,2.932,79.574,0.000804,233.275,-1.342,224400,1.277,0.783,dox_sc,Dox-scramble,09,0,16
1324,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_17-1.tiff,7.036,70.758,0.000802,497.83,-1.012,478890,1.306,0.766,dox_sc,Dox-scramble,09,0,17
1325,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_18-1.tiff,2.391,62.198,0.000815,148.713,-0.578,143055,1.087,0.92,dox_sc,Dox-scramble,09,0,18
1326,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_19-1.tiff,3.03,60.448,0.000816,183.174,-0.471,176205,1.038,0.964,dox_sc,Dox-scramble,09,0,19
1327,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_2-1.tiff,3.259,97.364,0.000816,317.307,-1.763,305235,1.036,0.965,dox_sc,Dox-scramble,09,0,2
1328,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_20-1.tiff,5.458,87.769,0.000816,479.009,-1.57,460785,1.071,0.933,dox_sc,Dox-scramble,09,0,20
1329,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_21-1.tiff,2.479,109.27,0.000811,270.917,-1.917,260610,1.178,0.849,dox_sc,Dox-scramble,09,0,21
1330,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_22-1.tiff,2.487,97.224,0.000813,241.758,-1.761,232560,1.13,0.885,dox_sc,Dox-scramble,09,0,22
1331,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_23-1.tiff,3.761,99.308,0.000807,373.505,-1.794,359295,1.241,0.806,dox_sc,Dox-scramble,09,0,23
1332,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_24-1.tiff,3.243,95.462,0.000812,309.62,-1.73,297840,1.154,0.867,dox_sc,Dox-scramble,09,0,24
1333,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_25-1.tiff,3.202,91.485,0.000816,292.919,-1.653,281775,1.018,0.982,dox_sc,Dox-scramble,09,0,25
1334,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_26-1.tiff,2.726,77.122,0.000807,210.213,-1.26,202215,1.239,0.807,dox_sc,Dox-scramble,09,0,26
1335,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_27-1.tiff,4.424,70.88,0.000798,313.596,-1.017,301665,1.357,0.737,dox_sc,Dox-scramble,09,0,27
1336,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_28-1.tiff,2.547,106.059,0.000816,270.122,-1.884,259845,1.02,0.98,dox_sc,Dox-scramble,09,0,28
1337,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_29-1.tiff,3.251,97.531,0.000814,317.042,-1.766,304980,1.113,0.898,dox_sc,Dox-scramble,09,0,29
1338,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_3-1.tiff,5.921,86.403,0.000795,511.615,-1.536,492150,1.391,0.719,dox_sc,Dox-scramble,09,0,3
1339,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_30-1.tiff,4.693,106.881,0.000809,501.542,-1.893,482460,1.213,0.824,dox_sc,Dox-scramble,09,0,30
1340,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_31-1.tiff,2.345,97.207,0.000816,227.973,-1.761,219300,1.021,0.979,dox_sc,Dox-scramble,09,0,31
1341,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_32-1.tiff,2.492,51.17,0.000815,127.506,0.234,122655,1.085,0.922,dox_sc,Dox-scramble,09,0,32
1342,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_33-1.tiff,3.995,115.656,0.000816,462.044,-1.965,444465,1.033,0.968,dox_sc,Dox-scramble,09,0,33
1343,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_34-1.tiff,5.744,84.6,0.000802,485.902,-1.489,467415,1.308,0.765,dox_sc,Dox-scramble,09,0,34
1344,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_35-1.tiff,2.755,88.432,0.000816,243.614,-1.586,234345,1.06,0.943,dox_sc,Dox-scramble,09,0,35
1345,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_36-1.tiff,2.196,105.526,0.000815,231.685,-1.878,222870,1.091,0.917,dox_sc,Dox-scramble,09,0,36
1346,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_37-1.tiff,5.056,64.694,0.000811,327.115,-0.718,314670,1.188,0.842,dox_sc,Dox-scramble,09,0,37
1347,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_38-1.tiff,4.383,79.173,0.000815,346.997,-1.329,333795,1.097,0.912,dox_sc,Dox-scramble,09,0,38
1348,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_39-1.tiff,3.256,46.327,0.000815,150.834,0.726,145095,1.074,0.931,dox_sc,Dox-scramble,09,0,39
1349,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_4-1.tiff,2.295,103.94,0.000816,238.577,-1.859,229500,1.043,0.958,dox_sc,Dox-scramble,09,0,4
1350,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_40-1.tiff,2.963,52.342,0.000813,155.075,0.13,149175,1.14,0.877,dox_sc,Dox-scramble,09,0,40
1351,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_5-1.tiff,2.598,98.98,0.000816,257.133,-1.789,247350,1.041,0.961,dox_sc,Dox-scramble,09,0,5
1352,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_6-1.tiff,6.24,91.754,0.000806,572.585,-1.659,550800,1.261,0.793,dox_sc,Dox-scramble,09,0,6
1353,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_7-1.tiff,2.63,104.419,0.00081,274.629,-1.864,264180,1.196,0.836,dox_sc,Dox-scramble,09,0,7
1354,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_8-1.tiff,2.975,92.573,0.000816,275.424,-1.675,264945,1.019,0.981,dox_sc,Dox-scramble,09,0,8
1355,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_0-roi_9-1.tiff,2.807,55.156,0.0008,154.81,-0.101,148920,1.333,0.75,dox_sc,Dox-scramble,09,0,9
1356,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_0-1.tiff,3.488,59.057,0.000814,205.971,-0.381,198135,1.109,0.902,dox_sc,Dox-scramble,09,1,0
1357,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_1-1.tiff,5.35,61.694,0.000799,330.031,-0.548,317475,1.339,0.747,dox_sc,Dox-scramble,09,1,1
1358,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_10-1.tiff,3.437,70.885,0.000816,243.614,-1.018,234345,1.018,0.983,dox_sc,Dox-scramble,09,1,10
1359,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_11-1.tiff,2.969,82.679,0.000815,245.469,-1.436,236130,1.098,0.911,dox_sc,Dox-scramble,09,1,11
1360,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_12-1.tiff,3.393,61.953,0.000806,210.213,-0.563,202215,1.255,0.797,dox_sc,Dox-scramble,09,1,12
1361,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_13-1.tiff,3.087,76.758,0.000816,236.986,-1.247,227970,1.019,0.982,dox_sc,Dox-scramble,09,1,13
1362,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_14-1.tiff,3.676,67.716,0.000802,248.915,-0.873,239445,1.308,0.765,dox_sc,Dox-scramble,09,1,14
1363,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_15-1.tiff,5.905,108.195,0.000814,638.856,-1.906,614550,1.127,0.888,dox_sc,Dox-scramble,09,1,15
1364,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_16-1.tiff,2.394,47.833,0.000816,114.517,0.562,110160,1.043,0.959,dox_sc,Dox-scramble,09,1,16
1365,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_17-1.tiff,2.459,87.552,0.000804,215.249,-1.565,207060,1.279,0.782,dox_sc,Dox-scramble,09,1,17
1366,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_18-1.tiff,2.496,63.086,0.000817,157.461,-0.629,151470,1.0,1.0,dox_sc,Dox-scramble,09,1,18
1367,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_19-1.tiff,4.304,84.569,0.000813,363.962,-1.488,350115,1.15,0.87,dox_sc,Dox-scramble,09,1,19
1368,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_2-1.tiff,3.027,62.261,0.000815,188.476,-0.581,181305,1.077,0.929,dox_sc,Dox-scramble,09,1,2
1369,SUM_(9)Dox-scramble-h2ax-647-ku80-564-dapi-09_Out_Channel Alignment-1.czinucleo_1-roi_20-1.tiff,3.316,79.857,0.000816,264.82,-1.351,254745,1.055,0.948,dox_sc,Dox-scramble,09,1,20
